"Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extra","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body"
"3ADKDYID","journalArticle",2018,"Lamendella, Regina; Wright, Justin R.; Hackman, Jada; McLimans, Christopher; Toole, David R.; Rubio, William Bernard; Drucker, Rebecca; Wong, Hoi Tong; Sabey, Kate; Hegarty, John P.; Stewart, David B., Sr.","Antibiotic Treatments for &ITClostridium difficile&IT Infection Are Associated with Distinct Bacterial and Fungal Community Structures","MSPHERE",NA,NA,"10.1128/mSphere.00572-17",NA,"Clostridium difficile infection (CDI) is the most common nosocomial infection in the United States, being associated with high recurrence and persistence rates. Though the relationship between intestinal dysbiosis and CDI is well known, it is unclear whether different forms of dysbiosis may potentially affect the course of CDI. How this is further influenced by C. difficile-directed antibiotics is virtually uninvestigated. In this study, diarrhea! stool samples were collected from 20 hospitalized patients, half of whom were confirmed to have CDI. Analyzing tissue ex vivo and in duplicate, CDI and non-CDI fecal samples (n = 176) were either not antibiotic treated or treated with metronidazole, vancomycin, or fidaxomicin, the three most common CDI therapies. The microbial community composition, interactions, and predicted metabolic functions were assessed by 16S rRNA gene and internal transcribed spacer sequencing, bipartite network analysis, and phylogenetic investigation of communities by reconstruction of unobserved states. Our results demonstrate that while all C. difficile-directed antibiotics were associated with similar reductions in alpha diversity, beta diversity significantly differed on the basis of the particular antibiotic, with differentiating relative abundances of bacterial and fungal assemblages. With the exception of fidaxomicin, each antibiotic was associated with the emergence of potentially pathogenic fungal operational taxonomic units, with predicted bacterial functions enriched for xenobiotic metabolism that could perpetuate the dysbiosis driving CDI. Toxin-independent mechanisms of colitis related to the relative abundance of pathogenic bacteria and fungi were also noted. This study suggests that a transkingdom interaction between fungi and bacteria may be important in CDI pathophysiology, including being a factor in the historically high persistence and recurrence rates associated with this disease. IMPORTANCE Using human fecal samples and including sequencing for both bacterial and fungal taxa, this study compared the conventional antibiotics used to treat C. difficile infection (CDI) from the perspective of the microbiome, which is particularly relevant, given the relationship between dysbiotic states and the development of CDI. Sequencing and imputed functional analyses suggest that C. difficile-directed antibiotics are associated with distinct forms of dysbiosis that may be influential in the course of CDI. Further, a role for fungal organisms in the perpetuation of the causal dysbiosis of CDI is discussed, suggesting a previously unappreciated, clinically relevant transkingdom interaction that warrants further study.","2018-02","2022-06-27 16:29:06","2022-07-19 17:18:31",NA,"",NA,"1",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type: Article",NA,NA,NA,"16S sequencing; biome-human gut; var-antibiotics; var-disease",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRCQG8KY","journalArticle",2021,"Ma, Lingyan; Keng, Jing; Cheng, Min; Pan, Hua; Feng, Bo; Hu, Yongfeng; Feng, Tao; Yang, Fan","Gut Microbiome and Serum Metabolome Alterations Associated with Isolated Dystonia","MSPHERE",NA,NA,"10.1128/mSphere.00283-21",NA,"Dystonia is a complex neurological movement disorder characterized by involuntary muscle contractions. Increasing studies implicate the microbiome as a possible key susceptibility factor for neurological disorders, but the relationship between the gut microbiota and dystonia remains poorly explored. Here, the gut microbiota of 57 patients with isolated dystonia and 27 age- and environment-matched healthy controls was analyzed by 16S rRNA gene amplicon sequencing. Further, integrative analysis of the gut microbiome and serum metabolome measured by high-performance liquid chromatography-mass spectrometry was performed. No difference in alpha-diversity was found, while beta-diversity was significantly different, with a more heterogeneous community structure among dystonia patients than among controls. The most significant changes in dystonia highlighted an increase in Clostridiales, including Blautia obeum, Dorea longicatena, and Eubacterium hallii, and a reduction in Bacteroides vulgatus and Bacteroides plebeius. The functional analysis revealed that genes related to tryptophan and purine biosynthesis were more abundant in gut microbiota from patients with dystonia, while genes linked to citrate cycle, vitamin B-6, and glycan metabolism were less abundant. The evaluation of serum metabolites revealed altered levels of L-glutamic acid, taurine, and D-tyrosine, suggesting changes in neurotransmitter metabolism. The most modified metabolites strongly inversely correlated with the abundance of members belonging to the Clostridiales, revealing the effect of the gut microbiota on neurometabolic activity. This study is the first to reveal gut microbial dysbiosis in patients with isolated dystonia and identified potential links between gut microbiota and serum neurotransmitters, providing new insight into the pathogenesis of isolated dystonia. IMPORTANCE Dystonia is the third most common movement disorder after essential tremor and Parkinson's disease. However, the cause for the majority of cases is not known. This is the first study so far that reveals significant alterations of gut microbiome and correlates the alteration of serum metabolites with gut dysbiosis in patients with isolated dystonia. We demonstrated a general overrepresentation of Clostridiales and underrepresentation of Bacteroidetes in patients with dystonia in comparison with healthy controls. The functional analysis found that genes related to the biosynthesis of tryptophan, which is the precursor of the neurotransmitter serotonin, were more active in isolated dystonia patients. Altered levels of several serum metabolites were found to be associated with microbial changes, such as D-tyrosine, taurine, and glutamate, indicating differences in neurotransmitter metabolism in isolated dystonia. Integrative analysis suggests that neurotransmitter system dysfunction may be a possible pathway by which the gut microbiome participates in the development of dystonia. The gut microbiome changes provide new insight into the pathogenesis of dystonia, suggesting new potential therapeutic directions.","2021-08","2022-06-27 16:29:07","2022-07-19 14:45:15",NA,"",NA,"4",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type: Article",NA,NA,NA,"16S sequencing; biome-human gut; var-disease",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SGG8V3L9","journalArticle",2018,"Wang, Zheng; Zolnik, Christine P.; Qiu, Yunping; Usyk, Mykhaylo; Wang, Tao; Strickler, Howard D.; Isasi, Carmen R.; Kaplan, Robert C.; Kurland, Irwin J.; Qi, Qibin; Burk, Robert D.","Comparison of Fecal Collection Methods for Microbiome and Metabolomics Studies","FRONTIERS IN CELLULAR AND INFECTION MICROBIOLOGY",NA,NA,"10.3389/fcimb.2018.00301",NA,"Background: Integrated microbiome and metabolomics analyses hold the potential to reveal interactions between host and microbiota in relation to disease risks. However, there are few studies evaluating how field methods influence fecal microbiome characterization and metabolomics profiling. Methods: Five fecal collection methods [immediate freezing at -20 degrees C without preservative, OMNIgene GUT, 95% ethanol, RNAlater, and Flinders Technology Associates (FTA) cards] were used to collect 40 fecal samples from eight healthy volunteers. We performed gut microbiota 16S rRNA sequencing, untargeted metabolomics profiling, and targeted metabolomics focusing on short chained fatty acids (SCFAs). Metrics included alpha-diversity and beta-diversity as well as distributions of predominant phyla. To evaluate the concordance with the “gold standard” immediate freezing, the intraclass correlation coefficients (ICCs) for alternate fecal collection systems were calculated. Correlations between SCFAs and gut microbiota were also examined. Results: The FTA cards had the highest ICCs compared to the immediate freezing method for a alpha-diversity indices (ICCs = 0.96, 0.96, 0.76 for Shannon index, Simpson's Index, Chao-1 Index, respectively), followed by OMNIgene GUT, RNAlater, and 95% ethanol. High ICCs (all >0.88) were observed for all methods for the beta-diversity metric. For untargeted metabolomics, in comparison to immediate freezing which detected 621 metabolites at >= 75% detectability level, 95% ethanol showed the largest overlapping set of metabolites (n = 430; 69.2%), followed by FTA cards (n = 330; 53.1%) and OMNIgene GUT (n = 213; 34.3%). Both OMNIgene GUT (ICCs = 0.82, 0.93, 0.64) and FTA cards (ICCs = 0.87, 0.85, 0.54) had acceptable ICCs for the top three predominant SCFAs (butyric acid, propionic acid and acetic acid). Nominally significant correlations between bacterial genera and SCFAs (P < 0.05) were observed in fecal samples collected by different methods. Of note, a high correlation between the genus Blautia (known butyrate producer) and butyric acid was observed for both immediate freezing (r = 0.83) and FTA cards (r = 0.74). Conclusions: Four alternative fecal collection methods are generally comparable with immediate freezing, but there are differences in certain measures of the gut microbiome and fecal metabolome across methods. Choice of method depends on the research interests, simplicity of fecal collection procedures and ease of transportation to the lab, especially for large epidemiological studies.","2018-08-28","2022-06-27 16:29:07","2022-07-18 22:01:30",NA,"",NA,"",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type: Article",NA,NA,NA,"16S sequencing; biome-human gut; var-sampling methods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZX4EKRY8","journalArticle",2018,"Schmidt, Milena; Unterer, Stefan; Suchodolski, Jan S.; Honneffer, Julia B.; Guard, Blake C.; Lidbury, Jonathan A.; Steiner, Jorg M.; Fritz, Julia; Koelle, Petra","The fecal microbiome and metabolome differs between dogs fed Bones and Raw Food (BARF) diets and dogs fed commercial diets","PLOS ONE",NA,NA,"10.1371/journal.pone.0201279",NA,"Introduction Feeding a Bones and Raw Food (BARF) diet has become an increasing trend in canine nutrition. Bones and Raw Food diets contain a high amount of animal components like meat, offal, and raw meaty bones, combined with comparatively small amounts of plant ingredients like vegetables and fruits as well as different sorts of oil and supplements. While many studies have focused on transmission of pathogens via contaminated meat and on nutritional imbalances, only few studies have evaluated the effect of BARF diets on the fecal microbiome and metabolome. The aim of the study was to investigate differences in the fecal microbiome and the metabolome between dogs on a BARF diet and dogs on a commercial diet (canned and dry dog food). Methods Naturally passed fecal samples were obtained from 27 BARF and 19 commercially fed dogs. Differences in crude protein, fat, fiber, and NFE (Nitrogen-Free Extract) between diets were calculated with a scientific nutrient database. The fecal microbiota was analyzed by 16S rRNA gene sequencing and quantitative PCR assays. The fecal metabolome was analyzed in 10 BARF and 9 commercially fed dogs via untargeted metabolomics approach. Results Dogs in the BARF group were fed a significantly higher amount of protein and fat and significantly lower amount of NFE and fiber. There was no significant difference in alpha-diversity measures between diet groups. Analysis of similarity (ANOSIM) revealed a significant difference in beta-diversity (p < 0.01) between both groups. Linear discriminant analysis effect size (LefSe) showed a higher abundance of Lactobacillales, Enterobacteriaceae, Fusobacterium and, Clostridium in the BARF group while conventionally fed dogs had a higher abundance of Clostridiaceae, Erysipelotrichaceae, Ruminococcaceae, and Lachnospiraceae. The qPCR assays revealed significantly higher abundance of Escherichia coli (E. coli) and Clostridium (C.). perfringens and an increased Dysbiosis Index in the BARF group. Principal component analysis (PCA) plots of metabolomics data showed clustering between diet groups. Random forest analysis showed differences in the abundance of various components, including increased 4-hydroxybutryric acid (GBH) and 4-aminobutyric acid (GABA) in the BARF group. Based on univariate statistics, several metabolites were significantly different between diet groups, but lost significance after adjusting for multiple comparison. No differences were found in fecal bile acid concentrations, but the BARF group had a higher fecal concentration of cholesterol in their feces compared to conventionally fed dogs. Conclusion Microbial communities and metabolome vary significantly between BARF and commercially fed dogs.","2018-08-15","2022-06-27 16:29:07","2022-06-30 17:04:12",NA,"",NA,"8",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type: Article",NA,NA,NA,"16S sequencing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UCM2LA2U","journalArticle",2021,"Tiwari, Ananda; Hokajarvi, Anna-Maria; Santo Domingo, Jorge; Elk, Michael; Jayaprakash, Balamuralikrishna; Ryu, Hodon; Siponen, Sallamaari; Vepsalainen, Asko; Kauppinen, Ari; Puurunen, Osmo; Artimo, Aki; Perkola, Noora; Huttula, Timo; Miettinen, Ilkka T.; Pitkanen, Tarja","Bacterial diversity and predicted enzymatic function in a multipurpose surface water system - from wastewater effluent discharges to drinking water production","ENVIRONMENTAL MICROBIOME",NA,NA,"10.1186/s40793-021-00379-w",NA,"Background Rivers and lakes are used for multiple purposes such as for drinking water (DW) production, recreation, and as recipients of wastewater from various sources. The deterioration of surface water quality with wastewater is well-known, but less is known about the bacterial community dynamics in the affected surface waters. Understanding the bacterial community characteristics -from the source of contamination, through the watershed to the DW production process-may help safeguard human health and the environment. Results The spatial and seasonal dynamics of bacterial communities, their predicted functions, and potential health-related bacterial (PHRB) reads within the Kokemaenjoki River watershed in southwest Finland were analyzed with the 16S rRNA-gene amplicon sequencing method. Water samples were collected from various sampling points of the watershed, from its major pollution sources (sewage influent and effluent, industrial effluent, mine runoff) and different stages of the DW treatment process (pre-treatment, groundwater observation well, DW production well) by using the river water as raw water with an artificial groundwater recharge (AGR). The beta-diversity analysis revealed that bacterial communities were highly varied among sample groups (R = 0.92, p < 0.001, ANOSIM). The species richness and evenness indices were highest in surface water (Chao1; 920 +/- 10) among sample groups and gradually decreased during the DW treatment process (DW production well; Chao1: 320 +/- 20). Although the phylum Proteobacteria was omnipresent, its relative abundance was higher in sewage and industrial effluents (66-80%) than in surface water (55%). Phyla Firmicutes and Fusobacteria were only detected in sewage samples. Actinobacteria was more abundant in the surface water (>= 13%) than in other groups (<= 3%). Acidobacteria was more abundant in the DW treatment process (>= 13%) than in others (<= 2%). In total, the share of PHRB reads was higher in sewage and surface water than in the DW treatment samples. The seasonal effect in bacterial communities was observed only on surface water samples, with the lowest diversity during summer. Conclusions The low bacterial diversity and absence of PHRB read in the DW samples indicate AGR can produce biologically stable and microbiologically safe drinking water. Furthermore, the significantly different bacterial communities at the pollution sources compared to surface water and DW samples highlight the importance of effective wastewater treatment for protecting the environment and human health.","2021-05-22","2022-06-27 16:29:07","2022-07-19 19:46:29",NA,"",NA,"1",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type: Article",NA,NA,NA,"16S sequencing; biome-water; var-seasons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RIY54ANB","journalArticle",2019,"Kiros, Tadele G.; Luise, Diana; Derakhshani, Hooman; Petri, Renee; Trevisi, Paolo; D'Inca, Romain; Auclair, Eric; van Kessel, Andrew G.","Effect of live yeast Saccharomyces cerevisiae supplementation on the performance and cecum microbial profile of suckling piglets","PLOS ONE",NA,NA,"10.1371/journal.pone.0219557",NA,"One mechanism through which S. cerevisiae may improve the performance of pigs is by altering the composition of the gut microbiota, a response that may be enhanced by early postnatal supplementation of probiotics. To test this hypothesis, newborn piglets (16 piglets/group) were treated with either S. cerevisiae yeast (5 x 10(9) cfu/pig: Low) or (2.5 x 10(10) cfu/piglet: High) or equivalent volume of sterile water (Control) by oral gavage every other day starting from day 1 of age until weaning (28 +/- 1 days of age). Piglet body weight was recorded on days 1, 3, 7, 10, 17, 24 and 28 and average daily gain (ADG) calculated for the total period. At weaning, piglets were euthanized to collect cecum content for microbial profiling by sequencing of the 16S rRNA gene. ADG was higher in both Low and High yeast groups than in Control group (P<0.05). Alpha diversity analyses indicated a more diverse microbiota in the Control group compared with Low yeast group; the High yeast being intermediate (P < 0.01). Similarly, Beta diversity analyses indicated differences among treatments (P = 0.03), mainly between Low yeast and Control groups (P = 0.02). The sparse Partial Least Squares Discriminant Analysis (sPLS-DA) indicated that Control group was discriminated by a higher abundance of Veillonella, Dorea, Oscillospira and Clostridium; Low yeast treated pigs by higher Blautia, Collinsella and Eubacterium; and High yeast treated pigs by higher Eubacterium, Anaerostipes, Parabacteroides, Mogibacterium and Phascolarctobacterium. Partial Least Squares (PLS) analysis showed that piglet ADG was positively correlated with genus Prevotella in High yeast group. Yeast supplementation significantly affected microbial diversity in cecal contents of suckling piglets associated with an improvement of short chain fatty acid producing bacteria in a dose-dependent manner. In conclusion, yeast treatment improved piglet performance and shaped the piglet cecum microbiota composition in a dose dependent way.","2019-07-22","2022-06-27 16:29:08","2022-06-30 17:01:04",NA,"",NA,"7",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type: Article",NA,NA,NA,"16S sequencing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JYVLIUER","journalArticle",2018,"Vogtmann, Emily; Hua, Xing; Zhou, Liang; Wan, Yunhu; Suman, Shalabh; Zhu, Bin; Dagnall, Casey L.; Hutchinson, Amy; Jones, Kristine; Hicks, Belynda D.; Sinha, Rashmi; Shi, Jianxin; Abnet, Christian C.","Temporal Variability of Oral Microbiota Over 10 Months and the Implications for Future Epidemiologic Studies","CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION",NA,NA,"10.1158/1055-9965.EPI-17-1004",NA,"Background: Few studies have prospectively evaluated the association between oral microbiota and health outcomes. Precise estimates of the intrasubject microbial metric stability will allow better study planning. Therefore, we conducted a study to evaluate the temporal variability of oral microbiota. Methods: Forty individuals provided six oral samples using the OMNIgene ORAL kit and Scope mouthwash oral rinses approximately every two months over 10 months. DNA was extracted using the QIAsymphony and the V4 region of the 16S rRNA gene was amplified and sequenced using the MiSeq. To estimate temporal variation, we calculated intraclass correlation coefficients (ICCs) for a variety of metrics and examined stability after clustering samples into distinct community types using Dirichlet multinomial models (DMMs). Results: The ICCs for the alpha diversity measures were high, including for number of observed bacterial species [0.74; 95% confidence interval (CI): 0.65-0.82 and 0.79; 95% CI: 0.75-0.94] from OMNIgeneORAL and Scope mouthwash, respectively. The ICCs for the relative abundance of the top four phyla and beta diversity matrices were lower. Three clusters provided the best model fit for the DMM from the OMNIgene ORAL samples, and the probability of remaining in a specific cluster was high (59.5%-80.7%). Conclusions: The oral microbiota appears to be stable over time for multiple metrics, but some measures, particularly relative abundance, were less stable. Impact: We used this information to calculate stabilityadjusted power calculations that will inform future field study protocols and experimental analytic designs. (C) 2018 AACR.","2018-05","2022-06-27 16:29:08","2022-06-30 17:04:05",NA,"594-600",NA,"5",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type: Article",NA,NA,NA,"16S sequencing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C4DMSXEK","journalArticle",2021,"Boshuizen, Berit; de Vega, Carmen Vidal Moreno; De Mare, Lorie; de Meeus, Constance; de Oliveira, Jean Eduardo; Hosotani, Guilherme; Gansemans, Yannick; Deforce, Dieter; Van Nieuwerburgh, Filip; Delesalle, Catherine","Effects of Aleurone Supplementation on Glucose-Insulin Metabolism and Gut Microbiome in Untrained Healthy Horses","FRONTIERS IN VETERINARY SCIENCE",NA,NA,"10.3389/fvets.2021.642809",NA,"Aleurone, a layer of the bran fraction, is deemed to be responsible for the positive health effects associated with the consumption of whole-grain products. Studies on rodents, pigs, and humans report beneficial effects of aleurone in five main areas: the reduction of oxidative stress, immunomodulatory effects, modulation of energy management, digestive health, and the storage of vitamins and minerals. Our study is the first aleurone supplementation study performed in horses. The aim of this study was to investigate the effect of an increase in the dose levels of aleurone on the postprandial glucose-insulin metabolism and the gut microbiome in untrained healthy horses. Seven adult Standardbred horses were supplemented with four different dose levels of aleurone (50, 100, 200, and 400 g/day for 1 week) by using a Latin square model with a 1-week wash out in between doses. On day 7 of each supplementation week, postprandial blood glucose-insulin was measured and fecal samples were collected. 16S ribosomal RNA (rRNA) gene sequencing was performed and QIIME2 software was used for microbiome analysis. Microbial community function was assessed by using the predictive metagenome analysis tool Phylogenetic Investigation of Communities by Reconstruction of Unobserved States (PICRUSt) and using the Metacyc database of metabolic pathways. The relative abundancies of a pathway were analyzed by using analysis of composition of microbiomes (ANCOM) in R. There was a significant dose-dependent increase in the postprandial time to peak of glucose (p = 0.030), a significant delay in the time to peak of insulin (p = 0.025), and a significant decrease in both the insulin peak level (p = 0.049) and insulin area under the curve (AUC) (p = 0.019) with increasing dose levels of aleurone, with a consideration of 200 g being the lowest significant dose. Alpha diversity and beta diversity of the fecal microbiome showed no significant changes. Aleurone significantly decreased the relative abundance of the genera Roseburia, Shuttleworthia, Anaerostipes, Faecalibacter, and Succinovibrionaceae. The most pronounced changes in the relative abundance at phyla level were seen in Firmicutes and Verrucomicrobia (downregulation) and Bacteroidetes and Spirochaetes (upregulation). The PICRUSt analysis shows that aleurone induces a downregulation of the degradation of L-glutamate and taurine and an upregulation of the three consecutive pathways of the phospholipid membrane synthesis of the Archaea domain. The results of this study suggest a multimodal effect of aleurone on glucose-insulin metabolism, which is most likely to be caused by its effect on feed texture and subsequent digestive processing; and a synergistic effect of individual aleurone components on the glucose-insulin metabolism and microbiome composition and function.","2021-04-12","2022-06-27 16:29:08","2022-07-18 21:56:24",NA,"",NA,"",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type: Article",NA,NA,NA,"16S sequencing; biome-horse gut; var-prebiotics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KWPEQITX","journalArticle",2021,"Alvarez-Silva, Camila; Kashani, Alireza; Hansen, Tue Haldor; Pinna, Nishal Kumar; Anjana, Ranjit Mohan; Dutta, Anirban; Saxena, Shruti; Stoy, Julie; Kampmann, Ulla; Nielsen, Trine; Jorgensen, Torben; Gnanaprakash, Visvanathan; Gnanavadivel, Rameshkumar; Sukumaran, Aswath; Rani, Coimbatore Subramanian Shanthi; Faerch, Kristine; Radha, Venkatesan; Balasubramanyam, Muthuswamy; Nair, Gopinath Balakrish; Das, Bhabatosh; Vestergaard, Henrik; Hansen, Torben; Mande, Sharmila Shekhar; Mohan, Viswanathan; Arumugam, Manimozhiyan; Pedersen, Oluf","Trans-ethnic gut microbiota signatures of type 2 diabetes in Denmark and India","GENOME MEDICINE",NA,NA,"10.1186/s13073-021-00856-4",NA,"Background Type 2 diabetes (T2D), a multifactorial disease influenced by host genetics and environmental factors, is the most common endocrine disease. Several studies have shown that the gut microbiota as a close-up environmental mediator influences host physiology including metabolism. The aim of the present study is to examine the compositional and functional potential of the gut microbiota across individuals from Denmark and South India with a focus on T2D. Many earlier studies have investigated the microbiome aspects of T2D, and it has also been anticipated that such microbial associations would be dependent on diet and ethnic origin. However, there has been no large scale trans-ethnic microbiome study earlier in this direction aimed at evaluating any “universal” microbiome signature of T2D. Methods 16S ribosomal RNA gene amplicon sequencing was performed on stool samples from 279 Danish and 294 Indian study participants. Any differences between the gut microbiota of both populations were explored using diversity measures and negative binomial Wald tests. Study samples were stratified to discover global and country-specific microbial signatures for T2D and treatment with the anti-hyperglycemic drug, metformin. To identify taxonomical and functional signatures of the gut microbiota for T2D and metformin treatment, we used alpha and beta diversity measures and differential abundances analysis, comparing metformin-naive T2D patients, metformin-treated T2D patients, and normoglycemic individuals. Results Overall, the gut microbial communities of Danes and Indians are compositionally very different. By analyzing the combined study materials, we identify microbial taxonomic and functional signatures for T2D and metformin treatment. T2D patients have an increased relative abundance of two operational taxonomic units (OTUs) from the Lachnospiraceae family, and a decreased abundance of Subdoligranulum and Butyricicoccus. Studying each population per se, we identified T2D-related microbial changes at the taxonomic level within the Danish population only. Alpha diversity indices show that there is no significant difference between normoglycemic individuals and metformin-naive T2D patients, whereas microbial richness is significantly decreased in metformin-treated T2D patients compared to metformin-naive T2D patients and normoglycemic individuals. Enrichment of two OTUs from Bacteroides and depletion of Faecalibacterium constitute a trans-ethnic signature of metformin treatment. Conclusions We demonstrate major compositional differences of the gut microbiota between Danish and South Indian individuals, some of which may relate to differences in ethnicity, lifestyle, and demography. By comparing metformin-naive T2D patients and normoglycemic individuals, we identify T2D-related microbiota changes in the Danish and Indian study samples. In the present trans-ethnic study, we confirm that metformin changes the taxonomic profile and functional potential of the gut microbiota.","2021-03-03","2022-06-27 16:29:09","2022-07-18 21:36:51",NA,"",NA,"1",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type: Article",NA,NA,NA,"16S sequencing; biome-human gut; var-disease; var-geography",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I9FVAW97","journalArticle",2017,"Xu, Jinjin; Wei, Yanfei; Jia, Hanqing; Xiao, Lin; Gong, Decai","A new perspective on studying burial environment before archaeological excavation: analyzing bacterial community distribution by high-throughput sequencing","SCIENTIFIC REPORTS",NA,NA,"10.1038/srep41691",NA,"Burial conditions play a crucial role in archaeological heritage preservation. Especially, the microorganisms were considered as the leading causes which incurred degradation and vanishment of historic materials. In this article, we analyzed bacterial diversity and community structure from M1 of Wangshanqiao using 16 S rRNA gene amplicon sequencing. The results indicated that microbial communities in burial conditions were diverse among four different samples. The samples from the robber hole varied most obviously in community structure both in Alpha and Beta diversity. In addition, the dominant phylum in different samples were Proteobacteria, Actinobacteria and Bacteroidetes, respectively. Moreover, the study implied that historical materials preservation conditions had connections with bacterial community distribution. At the genus level, Acinetobacter might possess high ability in degrading organic culture heritage in burial conditions, while Bacteroides were associated closely with favorable preservation conditions. This method contributes to fetch information which would never recover after excavation, and it will help to explore microbial degradation on precious organic culture heritage and further our understanding of archaeological burial environment. The study also indicates that robbery has a serious negative impact on burial remains.","2017-02-07","2022-06-27 16:29:09","2022-06-30 16:51:35",NA,"",NA,"",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type: Article",NA,NA,NA,"16S sequencing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
